stop_number,station_id,station_name,lat,lng,distance_to_next_km,cumulative_distance_km
377,347,Maverick Square - Lewis Mall,42.368844,-71.039778,0.355,220.351
378,308,Lewis Mall Wharf,42.365678,-71.040301,1.411,220.705
379,210,Fan Pier,42.35339,-71.044571,0.213,222.116
380,444,Seaport Square - Seaport Blvd at Northern Ave,42.351481,-71.04436,0.11,222.329
381,541,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.351586,-71.045692,0.27,222.439
382,442,Seaport Blvd at Sleeper St,42.353178,-71.048173,0.487,222.709
383,427,Rowes Wharf at Atlantic Ave,42.357143,-71.050699,0.165,223.196
384,476,Surface Rd at India St,42.358155,-71.052163,0.177,223.361
385,96,Broad St at Central St,42.358494,-71.054264,0.259,223.538
386,150,Clinton St at North St,42.360702,-71.055249,0.189,223.796
387,170,Congress St at Boston City Hall,42.360417,-71.057522,0.238,223.986
388,79,Boston Public Market - Surface Rd at Sudbury St,42.362561,-71.057489,0.657,224.224
389,115,Cambridge St at Joy St,42.361257,-71.065287,0.204,224.881
390,69,Blossom St at Charles St,42.36254,-71.067059,1.092,225.085
391,394,One Memorial Drive,42.361663,-71.080293,0.428,226.176
392,19,75 Binney St,42.365507,-71.080137,0.313,226.604
393,423,Rogers St & Land Blvd,42.366446,-71.076546,0.054,226.917
394,116,Cambridgeside Pl at Land Blvd,42.366929,-71.076512,0.326,226.971
395,305,Lechmere Canal Park,42.36984,-71.076079,0.333,227.296
396,10,40 Thorndike St,42.369061,-71.079999,0.479,227.63
397,297,Kennedy-Longfellow School 158 Spring St,42.369552,-71.08579,0.072,228.109
398,291,John Ahern Field at Kennedy-Longfellow School,42.369035,-71.086309,0.344,228.18
399,225,Galileo Galilei Way at Fulkerson St/Binney St,42.36642,-71.088541,0.098,228.524
400,8,325 Binney St.,42.36722,-71.08903,0.242,228.622
401,393,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,0.677,228.864
402,445,Sennott Park Broadway at Norfolk Street,42.368605,-71.099301,0.564,229.541
403,122,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,0.602,230.105
404,356,Moore Youth Center,42.363539,-71.111698,0.355,230.707
405,185,Dana Park,42.36178,-71.108099,0.611,231.061
406,318,MIT Pacific St at Purrington St,42.359573,-71.101294,0.357,231.672
407,507,University Park,42.362647,-71.10006,0.367,232.029
408,124,Central Square at Mass Ave / Essex St,42.36507,-71.1031,0.274,232.396
409,300,Lafayette Square at Mass Ave / Main St / Columbia St,42.363464,-71.100573,0.016,232.67
410,342,Mass Ave/Lafayette Square,42.363564,-71.100441,0.733,232.685
411,330,Main Street/Albany Street/Technology Square,42.362901,-71.091566,0.279,233.418
412,35,Ames St at Main St,42.3625,-71.08822,0.251,233.697
413,316,MIT Carleton St at Amherst St,42.360541,-71.086698,0.103,233.948
414,317,MIT Hayward St at Amherst St,42.360859,-71.085518,0.18,234.051
415,294,Kendall T,42.362427,-71.084954,0.153,234.231
416,392,One Broadway / Kendall Sq at Main St / 3rd St,42.362241,-71.08311,0.092,234.384
417,95,Broad Canal Way at Third Street,42.363045,-71.08287,0.045,234.476
418,293,Kendall Street,42.363076,-71.082321,0.266,234.521
419,491,Third at Binney,42.365444,-71.082771,0.301,234.787
420,68,Binney St / Sixth St,42.366087,-71.086336,0.777,235.089
421,233,Gore Street at Lambert Street,42.373079,-71.086342,0.317,235.866
422,66,Berkshire Street at Cambridge Street,42.372076,-71.089954,0.39,236.183
423,88,Boynton Yards at 101 South Street,42.37546,-71.091217,0.495,236.573
424,139,Chestnut St at Poplar St,42.377636,-71.085954,0.223,237.069
425,284,Innerbelt at East Somerville Station,42.379609,-71.086437,0.314,237.292
426,531,Washington St at Myrtle St,42.38175,-71.083952,0.658,237.605
427,201,Edgerly Education Center,42.387174,-71.087143,0.329,238.263
428,200,East Somerville Library (Broadway and Illinois),42.387628,-71.083187,0.436,238.592
429,97,Broadway St at Mt Pleasant St,42.386141,-71.078281,0.928,239.027
430,207,Encore,42.393292,-71.072447,0.674,239.956
431,103,Broadway at Lynde St,42.396483,-71.065467,0.252,240.63
432,99,Broadway at Beacham St,42.39836,-71.063738,0.567,240.882
433,382,Northern Strand - West St & Wellington Ave,42.403444,-71.063278,0.977,241.449
434,17,7 Acre Park,42.411432,-71.068232,1.094,242.426
435,383,Northern Strand at Bike Kitchen ,42.420834,-71.072165,1.46,243.52
436,480,Swan St. Park,42.412504,-71.058422,0.557,244.979
437,245,Hale Park,42.415327,-71.052818,0.901,245.536
438,408,Pope John High School,42.420348,-71.044197,0.677,246.438
439,230,Glendale Square (Ferry St at Broadway),42.414272,-71.044796,0.776,247.115
440,104,Broadway at Maple St,42.410346,-71.052604,0.4,247.891
441,209,Everett Square (Broadway at Norwood St),42.407381,-71.055356,0.437,248.29
442,292,Kearins Playground,42.406161,-71.060416,1.12,248.728
443,136,Chelsea St at Vine St,42.403369,-71.047314,0.644,249.847
444,238,Gramsdorf Playground,42.408156,-71.0429,1.334,250.491
445,137,Chelsea Station,42.396365,-71.039871,0.778,251.826
446,119,Cary Square,42.398135,-71.030709,1.723,252.603
447,419,Revere City Hall,42.40741,-71.0139,1.294,254.326
448,22,855 Broadway,42.398417,-71.023909,0.713,255.621
449,14,615 Broadway,42.394541,-71.030828,0.262,256.334
450,62,Bellingham Square,42.393196,-71.033445,0.535,256.596
451,134,Chelsea Square,42.390226,-71.03857,1.107,257.131
452,231,Glendon St at Condor St,42.382403,-71.030243,1.161,258.237
453,63,Bennington St at Byron St,42.383532,-71.01619,0.203,259.398
454,27,Addison St at Saratoga St,42.385181,-71.015136,0.37,259.601
455,64,Bennington St at Constitution Beach,42.385223,-71.01063,0.438,259.971
456,42,Ashley St at Boardman,42.389155,-71.010409,0.442,260.409
457,395,Orient Heights T Stop - Bennington St at Saratoga St,42.386781,-71.006098,1.611,260.85
458,54,Beachmont Square at Suffolk Downs,42.397608,-70.993072,0.64,262.461
459,205,Eliot Circle Revere Beach,42.402889,-70.989972,1.238,263.101
460,418,Revere Beach - Markey Footbridge,42.414019,-70.989609,0.805,264.339
461,396,Orr Sq (Shirley Ave),42.407156,-70.992724,1.336,265.144
462,420,Revere Public Library,42.408088,-71.008942,12.373,266.479
463,514,Vinnin Square,42.486287,-70.901667,1.817,278.852
464,438,Salem State University - Bike Path at Loring Ave,42.501823,-70.89478,0.321,280.669
465,439,Salem State University - North Campus,42.503332,-70.891444,0.503,280.99
466,216,Forest River Park,42.506395,-70.88693,0.689,281.493
467,301,Lafayette at Leach St,42.511427,-70.891833,0.8,282.182
468,349,Mayor Salvo Path at Mill St,42.518035,-70.8957,0.421,282.982
469,192,Derby Street,42.520096,-70.89139,0.246,283.403
470,451,Shetland Park - Congress at Peabody St,42.518367,-70.889523,0.45,283.649
471,265,Hawthorne Boulevard,42.522371,-70.890333,0.792,284.099
472,435,Salem Ferry Landing,42.521892,-70.880691,1.66,284.891
473,440,Salem Willows Park,42.534669,-70.870214,1.757,286.551
474,90,Bridge Street Neck,42.5281,-70.889711,0.741,288.308
475,436,Salem MBTA - Lower Level,42.523994,-70.89684,0.085,289.049
476,437,Salem MBTA - Washington at Federal St,42.523452,-70.896111,1.091,289.134
477,377,North St at Liberty Hill Ave,42.529899,-70.906142,1.064,290.225
478,232,Goodhue St at Grove St,42.520897,-70.910528,0.359,291.288
479,166,Community Life Center,42.520136,-70.906271,0.439,291.647
480,208,Essex St at Dalton Parkway,42.516223,-70.905535,12.178,292.087
481,385,Northern Strand at Salem Street,42.441956,-71.01468,2.755,304.265
482,333,Maplewood Square,42.43359,-71.046279,0.661,307.02
483,298,Kierstead Park ,42.429338,-71.051912,1.035,307.681
484,332,Malden High School,42.426537,-71.063936,0.435,308.716
485,384,Northern Strand at Main St,42.42386,-71.067793,0.533,309.151
486,331,Malden Center T Station,42.426541,-71.073179,1.525,309.684
487,244,Haines Square,42.423331,-71.091245,1.26,311.209
488,118,Carr Park,42.434365,-71.094755,1.099,312.469
489,268,Hickey Park,42.424981,-71.098973,0.8,313.569
490,313,Logan Park,42.418007,-71.096572,1.2,314.369
491,273,Hormel Stadium,42.407216,-71.096515,1.294,315.569
492,248,Harris Park,42.410818,-71.081528,1.053,316.863
493,546,Wellington MBTA,42.402368,-71.075731,1.136,317.916
494,44,Assembly Square T,42.392232,-71.077466,0.245,319.052
495,239,Grand Union Blvd at Revolution Dr,42.391658,-71.080351,0.154,319.297
496,214,Foley St at Grand Union Blvd,42.393018,-71.080716,0.823,319.452
497,218,Foss Park,42.391084,-71.090394,0.806,320.275
498,100,Broadway at Central St,42.395171,-71.098505,0.374,321.081
499,457,Somerville City Hall Annex,42.391898,-71.097453,0.619,321.455
500,229,Gilman Square T at Medford St,42.386735,-71.094644,0.118,322.074
501,458,Somerville High School & Central Library,42.3864,-71.09601,0.18,322.192
502,456,Somerville City Hall,42.386844,-71.09812,0.946,322.372
503,459,Somerville Hospital,42.390413,-71.108571,0.339,323.318
504,168,Community Path at Lowell St,42.392525,-71.105587,0.585,323.657
505,323,Magoun Square at Trum Field,42.397783,-71.10594,0.435,324.243
506,501,Tufts Sq - Main St at Medford St,42.401697,-71.106128,1.168,324.678
507,326,Main St at Brooks Park,42.411709,-71.110444,0.696,325.847
508,351,Medford Sq - Riverside Ave at River St,42.417724,-71.108102,0.85,326.543
509,236,Governors Ave at Lawrence Rd,42.425178,-71.110386,1.35,327.392
510,470,Steve Miller Dr at Winthrop St (Medford High),42.428086,-71.12636,1.04,328.743
511,555,Winthrop Circle,42.421361,-71.117556,0.816,329.783
512,46,Auburn St. at Mystic River,42.41759,-71.126081,0.696,330.598
513,548,West Medford Square (Bower St at Harvard Ave),42.420647,-71.133483,0.775,331.295
514,365,Mystic Valley Parkway at River Station,42.415091,-71.139177,0.752,332.069
515,354,Medford St at Warren St,42.41649,-71.148134,0.807,332.821
516,355,Mill St. at Minuteman Bikeway,42.418602,-71.157535,0.444,333.628
517,416,Railroad Lot and Minuteman Bikeway,42.416064,-71.153366,0.172,334.071
518,479,Swan Place at Minuteman Bikeway,42.414705,-71.152377,0.654,334.243
519,312,Linwood St at Minuteman Bikeway,42.409353,-71.149065,0.74,334.897
520,101,Broadway at Grafton St,42.409942,-71.140093,0.747,335.637
521,146,Clarendon Hill at Broadway,42.406302,-71.132446,0.769,336.383
522,397,Packard Ave at Powderhouse Blvd,42.40449,-71.123413,0.451,337.152
523,485,Teele Square,42.400879,-71.125907,0.508,337.603
524,311,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,0.623,338.111
525,189,Davis Square,42.396969,-71.123024,0.673,338.734
526,413,Powder House Circle - Nathan Tufts Park,42.400877,-71.116772,0.57,339.406
527,242,Grove St at Community Path,42.396386,-71.120113,0.611,339.976
528,341,Mass Ave at Hadley/Walden,42.391209,-71.122607,0.577,340.587
529,307,Lesley University,42.386748,-71.119018,0.42,341.164
530,554,Wilson Square,42.385675,-71.114121,0.512,341.584
531,174,Conway Park - Somerville Avenue,42.383638,-71.108536,0.473,342.095
532,6,30 Dane St,42.381001,-71.104025,0.198,342.568
533,405,Perry Park,42.379273,-71.103419,0.456,342.766
534,4,191 Beacon St,42.380323,-71.108786,0.224,343.222
535,58,Beacon St at Washington / Kirkland,42.378753,-71.107072,0.749,343.446
536,283,Inman Square at Springfield St.,42.374267,-71.100264,0.499,344.196
537,114,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,0.325,344.695
538,112,Cambridge Dept. of Public Works -147 Hampshire St.,42.371197,-71.097598,0.561,345.021
539,9,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,0.618,345.582
540,113,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,0.189,346.2
541,513,Verizon Innovation Hub 10 Ware Street,42.372508,-71.113053,0.469,346.389
542,24,955 Mass Ave,42.368951,-71.109987,0.433,346.858
543,262,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,0.424,347.291
544,455,Soldiers Field Park - 111 Western Ave,42.364263,-71.118275,0.565,347.715
545,264,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.369239,-71.11687,0.469,348.281
546,256,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,0.198,348.75
547,255,Harvard Square at Brattle St / Eliot St,42.373328,-71.120986,0.156,348.948
548,144,Church St,42.374339,-71.119664,0.515,349.104
549,261,Harvard University Gund Hall at Quincy St / Kirkland St,42.376369,-71.114025,0.292,349.62
550,260,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,0.279,349.911
551,254,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,0.447,350.191
552,263,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,0.3,350.638
553,237,Graham and Parks School – Linnaean St at Walker St,42.382944,-71.124498,0.815,350.938
554,275,Huron Ave At Vassal Lane,42.38165,-71.134269,0.503,351.753
555,512,Vassal Lane at Tobin/VLUS,42.385367,-71.137756,1.452,352.256
556,169,Concord Ave at Spinelli Place,42.390719,-71.153887,0.329,353.708
557,454,Smith Pl at Wilson Rd,42.392397,-71.150583,0,354.037
