stop_number,station_id,station_name,lat,lng,distance_to_next_km,cumulative_distance_km
377,347,Maverick Square - Lewis Mall,42.368844,-71.039778,0.355,222.942
378,308,Lewis Mall Wharf,42.365678,-71.040301,1.411,223.297
379,210,Fan Pier,42.35339,-71.044571,0.213,224.707
380,444,Seaport Square - Seaport Blvd at Northern Ave,42.351481,-71.04436,0.11,224.92
381,541,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.351586,-71.045692,0.27,225.03
382,442,Seaport Blvd at Sleeper St,42.353178,-71.048173,0.487,225.3
383,427,Rowes Wharf at Atlantic Ave,42.357143,-71.050699,0.165,225.788
384,476,Surface Rd at India St,42.358155,-71.052163,0.177,225.952
385,96,Broad St at Central St,42.358494,-71.054264,0.259,226.129
386,150,Clinton St at North St,42.360702,-71.055249,0.244,226.388
387,179,Cross St at Hanover St,42.362811,-71.056067,0.12,226.632
388,79,Boston Public Market - Surface Rd at Sudbury St,42.362561,-71.057489,0.657,226.752
389,115,Cambridge St at Joy St,42.361257,-71.065287,0.204,227.409
390,69,Blossom St at Charles St,42.36254,-71.067059,1.092,227.612
391,394,One Memorial Drive,42.361663,-71.080293,0.428,228.704
392,19,75 Binney St,42.365507,-71.080137,0.313,229.132
393,423,Rogers St & Land Blvd,42.366446,-71.076546,0.054,229.445
394,116,Cambridgeside Pl at Land Blvd,42.366929,-71.076512,0.326,229.498
395,305,Lechmere Canal Park,42.36984,-71.076079,0.333,229.824
396,10,40 Thorndike St,42.369061,-71.079999,0.518,230.158
397,291,John Ahern Field at Kennedy-Longfellow School,42.369035,-71.086309,0.344,230.676
398,225,Galileo Galilei Way at Fulkerson St/Binney St,42.36642,-71.088541,0.098,231.02
399,8,325 Binney St.,42.36722,-71.08903,0.242,231.117
400,393,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,0.292,231.36
401,258,Harvard St at Greene-Rose Heritage Park,42.365994,-71.095222,0.443,231.652
402,445,Sennott Park Broadway at Norfolk Street,42.368605,-71.099301,0.581,232.095
403,300,Lafayette Square at Mass Ave / Main St / Columbia St,42.363464,-71.100573,0.692,232.676
404,452,Sidney Research Campus/Erie Street at Waverly,42.357753,-71.103934,0.239,233.369
405,320,MIT Vassar St,42.355601,-71.103944,0.492,233.608
406,318,MIT Pacific St at Purrington St,42.359573,-71.101294,0.357,234.1
407,507,University Park,42.362647,-71.10006,0.107,234.457
408,342,Mass Ave/Lafayette Square,42.363564,-71.100441,0.393,234.563
409,338,Mass Ave at Albany St,42.361358,-71.096702,0.464,234.957
410,319,MIT Stata Center at Vassar St / Main St,42.362131,-71.091156,0.151,235.42
411,226,Galileo Galilei Way at Main Street,42.363003,-71.08974,0.137,235.572
412,35,Ames St at Main St,42.3625,-71.08822,0.251,235.709
413,316,MIT Carleton St at Amherst St,42.360541,-71.086698,0.103,235.96
414,317,MIT Hayward St at Amherst St,42.360859,-71.085518,0.18,236.063
415,294,Kendall T,42.362427,-71.084954,0.153,236.243
416,392,One Broadway / Kendall Sq at Main St / 3rd St,42.362241,-71.08311,0.092,236.396
417,95,Broad Canal Way at Third Street,42.363045,-71.08287,0.045,236.488
418,293,Kendall Street,42.363076,-71.082321,0.266,236.533
419,491,Third at Binney,42.365444,-71.082771,0.52,236.799
420,297,Kennedy-Longfellow School 158 Spring St,42.369552,-71.08579,0.395,237.319
421,233,Gore Street at Lambert Street,42.373079,-71.086342,0.317,237.714
422,66,Berkshire Street at Cambridge Street,42.372076,-71.089954,0.39,238.031
423,88,Boynton Yards at 101 South Street,42.37546,-71.091217,0.495,238.421
424,139,Chestnut St at Poplar St,42.377636,-71.085954,0.223,238.916
425,284,Innerbelt at East Somerville Station,42.379609,-71.086437,0.314,239.139
426,531,Washington St at Myrtle St,42.38175,-71.083952,0.658,239.453
427,201,Edgerly Education Center,42.387174,-71.087143,0.329,240.11
428,200,East Somerville Library (Broadway and Illinois),42.387628,-71.083187,0.436,240.439
429,97,Broadway St at Mt Pleasant St,42.386141,-71.078281,0.928,240.875
430,207,Encore,42.393292,-71.072447,0.674,241.803
431,103,Broadway at Lynde St,42.396483,-71.065467,0.252,242.477
432,99,Broadway at Beacham St,42.39836,-71.063738,0.567,242.73
433,382,Northern Strand - West St & Wellington Ave,42.403444,-71.063278,0.977,243.296
434,17,7 Acre Park,42.411432,-71.068232,1.094,244.273
435,383,Northern Strand at Bike Kitchen ,42.420834,-71.072165,1.46,245.367
436,480,Swan St. Park,42.412504,-71.058422,0.557,246.827
437,245,Hale Park,42.415327,-71.052818,0.901,247.384
438,408,Pope John High School,42.420348,-71.044197,0.677,248.285
439,230,Glendale Square (Ferry St at Broadway),42.414272,-71.044796,0.776,248.963
440,104,Broadway at Maple St,42.410346,-71.052604,0.4,249.738
441,209,Everett Square (Broadway at Norwood St),42.407381,-71.055356,0.437,250.138
442,292,Kearins Playground,42.406161,-71.060416,1.12,250.575
443,136,Chelsea St at Vine St,42.403369,-71.047314,0.644,251.695
444,238,Gramsdorf Playground,42.408156,-71.0429,1.334,252.339
445,137,Chelsea Station,42.396365,-71.039871,0.778,253.673
446,119,Cary Square,42.398135,-71.030709,1.723,254.451
447,419,Revere City Hall,42.40741,-71.0139,1.294,256.174
448,22,855 Broadway,42.398417,-71.023909,0.713,257.468
449,14,615 Broadway,42.394541,-71.030828,0.262,258.181
450,62,Bellingham Square,42.393196,-71.033445,0.535,258.443
451,134,Chelsea Square,42.390226,-71.03857,1.107,258.978
452,231,Glendon St at Condor St,42.382403,-71.030243,1.161,260.085
453,63,Bennington St at Byron St,42.383532,-71.01619,0.203,261.246
454,27,Addison St at Saratoga St,42.385181,-71.015136,0.37,261.448
455,64,Bennington St at Constitution Beach,42.385223,-71.01063,0.438,261.819
456,42,Ashley St at Boardman,42.389155,-71.010409,0.442,262.256
457,395,Orient Heights T Stop - Bennington St at Saratoga St,42.386781,-71.006098,1.611,262.698
458,54,Beachmont Square at Suffolk Downs,42.397608,-70.993072,0.64,264.308
459,205,Eliot Circle Revere Beach,42.402889,-70.989972,1.238,264.948
460,418,Revere Beach - Markey Footbridge,42.414019,-70.989609,0.805,266.186
461,396,Orr Sq (Shirley Ave),42.407156,-70.992724,1.336,266.991
462,420,Revere Public Library,42.408088,-71.008942,12.373,268.327
463,514,Vinnin Square,42.486287,-70.901667,1.817,280.699
464,438,Salem State University - Bike Path at Loring Ave,42.501823,-70.89478,0.321,282.517
465,439,Salem State University - North Campus,42.503332,-70.891444,0.503,282.838
466,216,Forest River Park,42.506395,-70.88693,0.689,283.341
467,301,Lafayette at Leach St,42.511427,-70.891833,0.8,284.029
468,349,Mayor Salvo Path at Mill St,42.518035,-70.8957,0.421,284.83
469,192,Derby Street,42.520096,-70.89139,0.246,285.251
470,451,Shetland Park - Congress at Peabody St,42.518367,-70.889523,0.45,285.496
471,265,Hawthorne Boulevard,42.522371,-70.890333,0.792,285.947
472,435,Salem Ferry Landing,42.521892,-70.880691,1.66,286.739
473,440,Salem Willows Park,42.534669,-70.870214,1.757,288.399
474,90,Bridge Street Neck,42.5281,-70.889711,0.741,290.155
475,436,Salem MBTA - Lower Level,42.523994,-70.89684,0.085,290.897
476,437,Salem MBTA - Washington at Federal St,42.523452,-70.896111,1.091,290.982
477,377,North St at Liberty Hill Ave,42.529899,-70.906142,1.064,292.072
478,232,Goodhue St at Grove St,42.520897,-70.910528,0.359,293.136
479,166,Community Life Center,42.520136,-70.906271,0.439,293.495
480,208,Essex St at Dalton Parkway,42.516223,-70.905535,12.178,293.934
481,385,Northern Strand at Salem Street,42.441956,-71.01468,2.755,306.112
482,333,Maplewood Square,42.43359,-71.046279,0.661,308.867
483,298,Kierstead Park ,42.429338,-71.051912,1.035,309.529
484,332,Malden High School,42.426537,-71.063936,0.435,310.564
485,384,Northern Strand at Main St,42.42386,-71.067793,0.533,310.998
486,331,Malden Center T Station,42.426541,-71.073179,1.525,311.531
487,244,Haines Square,42.423331,-71.091245,1.26,313.057
488,118,Carr Park,42.434365,-71.094755,1.099,314.317
489,268,Hickey Park,42.424981,-71.098973,0.8,315.416
490,313,Logan Park,42.418007,-71.096572,1.2,316.216
491,273,Hormel Stadium,42.407216,-71.096515,1.294,317.416
492,248,Harris Park,42.410818,-71.081528,1.053,318.71
493,546,Wellington MBTA,42.402368,-71.075731,1.136,319.763
494,44,Assembly Square T,42.392232,-71.077466,0.245,320.9
495,239,Grand Union Blvd at Revolution Dr,42.391658,-71.080351,0.154,321.145
496,214,Foley St at Grand Union Blvd,42.393018,-71.080716,0.823,321.299
497,218,Foss Park,42.391084,-71.090394,0.806,322.122
498,100,Broadway at Central St,42.395171,-71.098505,0.374,322.929
499,457,Somerville City Hall Annex,42.391898,-71.097453,0.619,323.303
500,229,Gilman Square T at Medford St,42.386735,-71.094644,0.118,323.922
501,458,Somerville High School & Central Library,42.3864,-71.09601,0.18,324.04
502,456,Somerville City Hall,42.386844,-71.09812,0.946,324.22
503,459,Somerville Hospital,42.390413,-71.108571,0.339,325.166
504,168,Community Path at Lowell St,42.392525,-71.105587,0.585,325.505
505,323,Magoun Square at Trum Field,42.397783,-71.10594,0.435,326.09
506,501,Tufts Sq - Main St at Medford St,42.401697,-71.106128,1.168,326.526
507,326,Main St at Brooks Park,42.411709,-71.110444,0.696,327.694
508,351,Medford Sq - Riverside Ave at River St,42.417724,-71.108102,0.85,328.39
509,236,Governors Ave at Lawrence Rd,42.425178,-71.110386,1.35,329.24
510,470,Steve Miller Dr at Winthrop St (Medford High),42.428086,-71.12636,1.04,330.59
511,555,Winthrop Circle,42.421361,-71.117556,0.816,331.63
512,46,Auburn St. at Mystic River,42.41759,-71.126081,0.696,332.446
513,548,West Medford Square (Bower St at Harvard Ave),42.420647,-71.133483,0.775,333.142
514,365,Mystic Valley Parkway at River Station,42.415091,-71.139177,0.752,333.917
515,354,Medford St at Warren St,42.41649,-71.148134,0.807,334.668
516,355,Mill St. at Minuteman Bikeway,42.418602,-71.157535,0.444,335.475
517,416,Railroad Lot and Minuteman Bikeway,42.416064,-71.153366,0.172,335.919
518,479,Swan Place at Minuteman Bikeway,42.414705,-71.152377,0.654,336.09
519,312,Linwood St at Minuteman Bikeway,42.409353,-71.149065,0.74,336.745
520,101,Broadway at Grafton St,42.409942,-71.140093,0.747,337.484
521,146,Clarendon Hill at Broadway,42.406302,-71.132446,0.769,338.231
522,397,Packard Ave at Powderhouse Blvd,42.40449,-71.123413,0.451,339.0
523,485,Teele Square,42.400879,-71.125907,0.508,339.45
524,311,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,0.623,339.959
525,189,Davis Square,42.396969,-71.123024,0.673,340.581
526,413,Powder House Circle - Nathan Tufts Park,42.400877,-71.116772,0.57,341.254
527,242,Grove St at Community Path,42.396386,-71.120113,0.611,341.824
528,341,Mass Ave at Hadley/Walden,42.391209,-71.122607,0.577,342.435
529,307,Lesley University,42.386748,-71.119018,0.42,343.012
530,554,Wilson Square,42.385675,-71.114121,0.512,343.431
531,174,Conway Park - Somerville Avenue,42.383638,-71.108536,0.473,343.943
532,6,30 Dane St,42.381001,-71.104025,0.198,344.415
533,405,Perry Park,42.379273,-71.103419,0.456,344.614
534,4,191 Beacon St,42.380323,-71.108786,0.224,345.07
535,58,Beacon St at Washington / Kirkland,42.378753,-71.107072,0.749,345.294
536,283,Inman Square at Springfield St.,42.374267,-71.100264,0.499,346.043
537,114,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,0.325,346.543
538,112,Cambridge Dept. of Public Works -147 Hampshire St.,42.371197,-71.097598,0.561,346.868
539,9,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,0.618,347.43
540,113,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,0.189,348.047
541,513,Verizon Innovation Hub 10 Ware Street,42.372508,-71.113053,0.469,348.237
542,24,955 Mass Ave,42.368951,-71.109987,0.433,348.705
543,262,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,0.424,349.139
544,455,Soldiers Field Park - 111 Western Ave,42.364263,-71.118275,0.565,349.563
545,264,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.369239,-71.11687,0.469,350.128
546,256,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,0.198,350.598
547,255,Harvard Square at Brattle St / Eliot St,42.373328,-71.120986,0.156,350.796
548,144,Church St,42.374339,-71.119664,0.515,350.952
549,261,Harvard University Gund Hall at Quincy St / Kirkland St,42.376369,-71.114025,0.292,351.467
550,260,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,0.279,351.759
551,254,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,0.447,352.038
552,263,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,0.3,352.485
553,237,Graham and Parks School – Linnaean St at Walker St,42.382944,-71.124498,0.815,352.785
554,275,Huron Ave At Vassal Lane,42.38165,-71.134269,0.503,353.6
555,512,Vassal Lane at Tobin/VLUS,42.385367,-71.137756,1.452,354.103
556,169,Concord Ave at Spinelli Place,42.390719,-71.153887,0.329,355.556
557,454,Smith Pl at Wilson Rd,42.392397,-71.150583,0,355.885
